_sort,id,published,name,pre_headline,title,lead_text,embedded_html_base_name,language_code,urlname,slug,link,_request,_article_bib_key,how_to_cite,pure_html_asset,pure_pdf_asset,doi,created_at,page_layout,tag_page_type,tag_media,tag_content_type,tag_language,tag_institution,tag_canton,tag_project,tag_public,tag_references,tag_footnotes,ref_bib_keys,references_asset_url,_further_refs,further_references_asset_url,_depends_on,_to_do_on_the_portal,assigned_authors,intro_image_asset,intro_image_portal,audio_assets,audios_portal,video_assets,videos_portal,pdf_assets,pdfs_portal,picture_assets,pictures_portal,text_and_picture_assets,text_and_pictures_portal,box_assets,_attachment_links_assets,attachment_links_portal,has_html_header_tags,links_in_text_or_embed_blocks,themetags_discipline,themetags_focus,themetags_structural,status,changes_made,error_message,error_trace,,
3014,3295,,Philosophische Kurse 2019,,Philosophische Kurse im Herbst 2019,<p>Lernen Sie das neue Kursangebot in Bern kennen.</p>,,en-UK,kurse-2019,/kurse-2019,https://www.philosophie.ch/kurse-2019,GET,,,,,,43588,standard,portal page,,,German,,,course,,,,,,,,,,,our-pic-kurse.png,logo-philo-ch-woman.png,,,,,,,,,"our-pic-kurs-familie.png, our-pic-kurs-klima.png","kurstitel_familienethik_thumb_lernkurs_weiss-01.png, web_kurstitel_umweltethik_thumb_lernkurs_weiss-01.png",,,,,,"Politische Philosophie, Angewandte Ethik, Philosophie des Sozialen",,,,"tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; tag_project: {{  }} => {{ course }} ;;; intro_image_portal: {{  }} => {{ logo-philo-ch-woman.png }} ;;; text_and_pictures_portal: {{  }} => {{ kurstitel_familienethik_thumb_lernkurs_weiss-01.png, web_kurstitel_umweltethik_thumb_lernkurs_weiss-01.png }}",,,,
1843,3296,,"Deutschland: Keine Grenze, keine Nation! Keine Heimat? - Ein philosophischer Exkurs in eine politische Dimension oder „Nachdenken über (grenzenlose) Heimat“",,"Deutschland: Keine Grenze, keine Nation! Keine Heimat?",,,en-UK,2019-05-06-krueger,/2019-05-06-krueger,https://www.philosophie.ch/2019-05-06-krueger,GET,,,,,,43591,article,article,,,German,,,,,,,,,,,,,krueger-j,2019-05-06-krueger.png,"Deutschland Keine Grenze, keine Nation! Keine Heimat.png",,,,,,,,,,,,,,,,Politische Philosophie,,,,"tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Deutschland Keine Grenze, keine Nation! Keine Heimat.png }}",,,,
3015,3298,,COURSE Umweltethik,,Klimapolitik trotz Unsicherheit?,<p>Ein philosophischer Kurs</p>,,en-UK,umweltethik,/umweltethik,https://www.philosophie.ch/umweltethik,GET,,,,,,43592,standard,portal page,,,German,,BE,course,,,,,,,,,,,our-pic-kurs-klima.png,,,,,,,,"umweltethik-pic1.png, umweltethik-pic2.png, umweltethik-pic3.png",,people-sebastian-leugger.png,,,,,,,Angewandte Ethik,,Bern,partial success,"intro_image_portal: {{  }} => {{ umweltethik_thumb_lernkurs_small-01.png }} ;;; picture_assets: {{ umweltethik-pic1.png, umweltethik-pic2.png, umweltethik-pic3.png }} => {{ empty, empty, empty, empty }} ;;; pictures_portal: {{  }} => {{ Klimawandel lösbar oder nicht.png, Klimawandel Anarchie Degrowth.png, Politische-Positionen-updated.png }} ;;; text_and_pictures_portal: {{  }} => {{ thumb_sebastianleugger.png }}",--- picture_block: {{ AssetBlocksAndUrlsMismatch :: Number of picture_blocks and number of URLs do not match. Found 4 picture_block blocks but 3 URLs/asset names. }},,,
3016,3299,,COURSE Familienethik,,Wie Familie leben?,<p>Ein philosophischer Kurs</p>,,en-UK,familienethik,/familienethik,https://www.philosophie.ch/familienethik,GET,,,,,,43592,standard,portal page,,,German,,BE,course,,,,,,,,,,,our-pic-kurs-familie.png,,,,,,,,,,people-sabine-hohl-2.png,,,,,,,Angewandte Ethik,Philo mit Kindern,Bern,partial success,"intro_image_portal: {{  }} => {{ familienethik_thumb_lernkurs_web-01.png }} ;;; picture_assets: {{  }} => {{ empty }} ;;; text_and_pictures_portal: {{  }} => {{ thumb_sabinehohl.png }} ;;; themetags_focus: {{ Philo mit Kindern }} => {{  }} ;;; themetags_structural: {{ Bern }} => {{ Philo mit Kindern, Bern }}",--- picture_block: {{ AssetBlocksAndUrlsMismatch :: Number of picture_blocks and number of URLs do not match. Found 1 picture_block blocks but 0 URLs/asset names. }},,,
1844,3301,,Zur Verantwortung der Intellektuellen,,Zur Verantwortung der Intellektuellen,<p>Ein Statement</p>,,en-UK,2019-05-07-loh,/2019-05-07-loh,https://www.philosophie.ch/2019-05-07-loh,GET,,,,,,43592,article,article,,,German,,,,,,,,,,,,,loh-j,2019-05-07-loh.png,2019-05-07-loh.png,,,,,,,,,,,,,,,,Politische Philosophie,,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ 2019-05-07-loh.png }},,,,
944,3323,,Was ist der Sinn des Lebens?,"<p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p>",Was ist der Sinn des Lebens?,<p>Vieles im Leben hat einen Sinn für uns.</p> <p>Doch Kralle kratzt sich nun am Kopf... hat das Leben selbst auch einen Sinn?</p>,,en-UK,2019-05-17-kralle,/2019-05-17-kralle,https://www.philosophie.ch/2019-05-17-kralle,GET,,,,,,43602,article,article without DOI,,Kralle,German,,,,,,,,,,,,,kralle,2019-05-17-kralle.png,2019_thumb_sinndeslebens-01.png,,,,,,,,,,,,,,,,,Gutes Leben,,,"pre_headline: {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} => {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} ;;; lead_text: {{ <p>Vieles im Leben hat einen Sinn für uns.</p> <p>Doch Kralle kratzt sich nun am Kopf... hat das Leben selbst auch einen Sinn?</p> }} => {{ <p>Vieles im Leben hat einen Sinn für uns.</p> <p>Doch Kralle kratzt sich nun am Kopf... hat das Leben selbst auch einen Sinn?</p> }} ;;; tag_page_type: {{  }} => {{ article without DOI }} ;;; tag_content_type: {{  }} => {{ Kralle }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ 2019_thumb_sinndeslebens-01.png }}",,,,
3294,3326,,in cerca d'autrice,<p>Sei sezioni in cerca d'autrice / autore</p>,Sei sezioni in cerca d'autrice / autore - Philosophie.ch,<p>Filosofia politica - Estetica - Etica e filosofia morale - Epistemologia e Filosofia della scienza - Logica - Filosofia teoretica</p>,,en-UK,in-cerca-d-autrice-autore,/in-cerca-d-autrice-autore,https://www.philosophie.ch/in-cerca-d-autrice-autore,GET,,,,,,43602,standard,portal page,,job,Italian,,,,,,,,,,,,,,our-pic-job-offers.png,Blogger und Bloggerinnen für Philosophie.ch gesucht!.svg,,,,,,,,,,,,,,,,,,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_content_type: {{  }} => {{ job }} ;;; tag_language: {{  }} => {{ Italian }} ;;; intro_image_portal: {{  }} => {{ Blogger und Bloggerinnen für Philosophie.ch gesucht!.svg }},,,,
1845,3329,,Handlungen anderer verstehen – mit Hilfe von Gründen,,Handlungen anderer verstehen – mit Hilfe von Gründen,"<p>Das interdisziplinäre DACH-Projekt untersucht die Fähigkeit, das Handeln anderer zu erklären und vorherzusehen.</p>",,en-UK,2019-05-18-schmidt,/2019-05-18-schmidt,https://www.philosophie.ch/2019-05-18-schmidt,GET,,,,,,43603,article,article,,,German,,,,,,,,,,,,,schmidt-e,2019-05-18-schmidt.jpg,hex-675576_640.jpg,,,,,,,,,,,,,,,,Philosophie des Geistes,,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ hex-675576_640.jpg }},,,,
945,3334,,Ist Recht gleich Gerechtigkeit?,"<p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p>",Ist Recht gleich Gerechtigkeit?,<p>Im Richterstuhl wird vieles entschieden.</p> <p>Doch ist das Recht immer auch gerecht?</p>,,en-UK,2019-05-27-kralle,/2019-05-27-kralle,https://www.philosophie.ch/2019-05-27-kralle,GET,,,,,,43612,article,article without DOI,,Kralle,German,,,,,,,,,,,,,kralle,2019-05-27-kralle.png,2019_thumb_rechtsphilosophie-01.png,,,,,,,,,,,,,,,,Rechtsphilosophie,,,,"pre_headline: {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} => {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} ;;; lead_text: {{ <p>Im Richterstuhl wird vieles entschieden.</p> <p>Doch ist das Recht immer auch gerecht?</p> }} => {{ <p>Im Richterstuhl wird vieles entschieden.</p> <p>Doch ist das Recht immer auch gerecht?</p> }} ;;; tag_page_type: {{  }} => {{ article without DOI }} ;;; tag_content_type: {{  }} => {{ Kralle }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ 2019_thumb_rechtsphilosophie-01.png }}",,,,
946,3342,,Was bedeutet Feminismus?,"<p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p>",Was bedeutet Feminismus?,<p>Es gibt gleich viele Frauen wie Männer. Doch sind beide auch gleichberechtigt?</p>,,en-UK,2019-06-03-kralle,/2019-06-03-kralle,https://www.philosophie.ch/2019-06-03-kralle,GET,,,,,,43619,article,article without DOI,,Kralle,German,,,,,,,,,,,,,kralle,2019-06-03-kralle.png,2019_thumb_feministische.png,,,,,,,,,,,,,,,,,Feminismus,,,"pre_headline: {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} => {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} ;;; tag_page_type: {{  }} => {{ article without DOI }} ;;; tag_content_type: {{  }} => {{ Kralle }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ 2019_thumb_feministische.png }}",,,,
1846,3345,,Bewegung - was ist das?,,Bewegung - was ist das?,<p>Ein Versuch über die Zeit (I)</p>,,en-UK,2019-06-04-luediger,/2019-06-04-luediger,https://www.philosophie.ch/2019-06-04-luediger,GET,,,,,,43620,article,article,,,German,,,,,,,,,,,,,luediger-h,2019-06-04-luediger.jpg,bike-riding-1149234_640.jpg,,,,,,,,,,,,,,,,"Wissenschaftsphilosophie, Ideengeschichte",,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ bike-riding-1149234_640.jpg }},,,,
592,3354,,"Schweizer Biennale zu Wissenschaft, Technik + Ästhetik",,"Schweizer Biennale zu Wissenschaft, Technik + Ästhetik",<p>Veranstaltungen zum Thema des menschlichen Geistes</p>,,en-UK,biennale-2019,/biennale-2019,https://www.philosophie.ch/biennale-2019,GET,,,,,,43623,standard,presentation page,,,German,,Ostschweiz,,,,,,,,,,,,logo-schweizer-Biennale.png,logo-schweizer-Biennale.png,,,,,,,,,,,,,,,,Philosophie des Geistes,,,,intro_image_portal: {{  }} => {{ logo-schweizer-Biennale.png }} ;;; themetags_structural: {{ Ostschweiz }} => {{  }},,,,
947,3357,,Wie ist das Wie des Erlebens?,"<p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p>",Wie ist das Wie des Erlebens?,"<p>Phänomenologen unterscheiden verschiedene Formen der Erkenntnis und bestreiten, dass die naturwissenschaftliche Betrachtungsweise die einzige Möglichkeit der Erkenntnisgewinnung ist.</p>",,en-UK,2019-06-11-kralle,/2019-06-11-kralle,https://www.philosophie.ch/2019-06-11-kralle,GET,,,,,,43627,article,article without DOI,,Kralle,German,,,,,,,,,,,,,kralle,2019-06-11-kralle.png,2019_thumb_phenomenology-01.png,,,,,,,,,,,,,,,,Phänomenologie,,,,"pre_headline: {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} => {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} ;;; tag_page_type: {{  }} => {{ article without DOI }} ;;; tag_content_type: {{  }} => {{ Kralle }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ 2019_thumb_phenomenology-01.png }}",,,,
3856,3358,,ETHIX Roboter in der Pflege: Macht das Sinn?,,Roboter in der Pflege: Macht das Sinn?,,,de,volkshochschulen-zumordnen/roboter-in-der-pflege-macht-das-sinn,/de/volkshochschulen-zumordnen/roboter-in-der-pflege-macht-das-sinn,https://www.philosophie.ch/de/volkshochschulen-zumordnen/roboter-in-der-pflege-macht-das-sinn,GET,,,,,,43627,event,,,,,,,,,,,,,,,,PB check,raess,,,,,,,,,,,,,,,,yes,,,,,,,,,,
1848,3359,,Engstirnige und denkfaule Personen sind schlechte Vorbilder,<p>Ein Beitrag von der Luzerner Zeitung</p>,Engstirnige und denkfaule Personen sind schlechte Vorbilder,"<div >""Wir neigen dazu, denjenigen Informationen stärker Glauben zu schenken, die unsere Einstellungen oder Erwartungen bestätigen.""</div>",,en-UK,2019-06-12-hoffmann,/2019-06-12-hoffmann,https://www.philosophie.ch/2019-06-12-hoffmann,GET,,,,,,43628,article,article without DOI,,republication,German,,,,,,,,,,,,,hoffmann-ma,2019-06-12-hoffmann.png,,,,,,,,,,,,,,,,,,,,partial success,intro_image_asset: {{ 2019-06-12-hoffmann.png }} => {{ empty }} ;;; intro_image_portal: {{  }} => {{ Engstirnige und denkfaule Personen sind schlechte Vorbilder.png }},--- intro: {{ The following URLs could not be resolved: https://assets.philosophie.ch/2019-06-12-hoffmann.png }},,,
1849,3361,,Wie die Zeit gemacht wird,,Wie die Zeit gemacht wird,<p>Ein Versuch über die Zeit (II)</p>,,en-UK,2019-06-12-luediger,/2019-06-12-luediger,https://www.philosophie.ch/2019-06-12-luediger,GET,,,,,,43628,article,article,,,German,,,,,,,,,,,,,luediger-h,2019-06-12-luediger.jpg,,,,,,,,,,,,,,,,,"Wissenschaftsphilosophie, Sprachphilosophie",,,partial success,intro_image_asset: {{ 2019-06-12-luediger.jpg }} => {{ empty }} ;;; intro_image_portal: {{  }} => {{ blur-bright-close-up-1209998.jpg }},--- intro: {{ The following URLs could not be resolved: https://assets.philosophie.ch/2019-06-12-luediger.jpg }},,,
992,3365,,CR: Récit de vie(s) en médecine et soins palliatifs,,Récit de vie(s) en médecine et soins palliatifs,"<p style=""text-align: center;"">Un excellent livre grand-public que les professionnels liront avec intérêt.</p>",,en-UK,2019-06-16-martin,/2019-06-16-martin,https://www.philosophie.ch/2019-06-16-martin,GET,,,,,,43632,article,article,,book review,French,,,,,,,,,,,,,martin-je,2019-06-16-martin.jpg,x298.jpg,,,,,,,,,,,,,,,,,"Tod, Gesundheit",,,intro_image_portal: {{  }} => {{ x298.jpg }},,,,
993,3366,,CR: Climat et biodiversité : des questions qu’il faut poser,,Climat et biodiversité : des questions qu’il faut poser,"<p style=""text-align: center;"">Un intellectuel français qui s’engage dans la société.</p>",,en-UK,2019-06-17-martin,/2019-06-17-martin,https://www.philosophie.ch/2019-06-17-martin,GET,,,,,,43633,article,article,,book review,French,,,,,,,,,,,,,martin-je,2019-06-17-martin.jpg,Le-plus-grand-defi-de-l-histoire-de-l-humanite.jpg,,,,,,,,,,,,,,,,,Klimaethik,,,intro_image_portal: {{  }} => {{ Le-plus-grand-defi-de-l-histoire-de-l-humanite.jpg }},,,,
984,3367,,"CR: Ces cancers qui, contre toute attente, guérissent",,"Ces cancers qui, contre toute attente, guérissent","<p style=""text-align: center;"">Une saga médicale et personnelle hors du commun.</p>",,en-UK,2017-06-18-martin,/2017-06-18-martin,https://www.philosophie.ch/2017-06-18-martin,GET,,,,,,42904,article,article,,book review,French,,,,,,,,,,,,,martin-je,2017-06-18-martin.jpg,909-thickbox_default.jpg,,,,,,,,,,,,,,,,,Gesundheit,,,intro_image_portal: {{  }} => {{ 909-thickbox_default.jpg }},,,,
1045,3368,,Buchnotiz: Handbuch Philosophie der Kindheit,,Handbuch Philosophie der Kindheit,"<p>Das Handbuch des Springer Verlags fragt danach, was denn ein Kind zu einem Kind macht. Sind Kinder ihren Eltern zur Dankbarkeit verpflichtet? Ist die Schulpflicht eine legitime staatliche Vorgabe? Gibt es ein Recht darauf, Kinder zu haben? </p>",,en-UK,2019-06-17-drerup,/2019-06-17-drerup,https://www.philosophie.ch/2019-06-17-drerup,GET,,,,,,43633,article,article without DOI,,book note,German,,,,,,,,,,,,,drerup-j,2019-06-17-drerup.png,handbuch philo kindheit.png,,,,,,,,,,,,,,,,,Kinderphilosophie,"Philo mit Kindern, book notice",,"tag_page_type: {{  }} => {{ article without DOI }} ;;; tag_content_type: {{  }} => {{ book note }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ handbuch philo kindheit.png }} ;;; themetags_focus: {{ Philo mit Kindern, Kinderphilosophie }} => {{ Kinderphilosophie }} ;;; themetags_structural: {{ book notice }} => {{ Philo mit Kindern, book notice }}",,,,
1046,3369,,Buchnotiz: Natur denken,<p>Springer Verlag</p>,Natur denken,<p>Eine Genealogie der ökologischen Idee. Texte und Kommentare</p>,,en-UK,2019-06-17-mayertasch,/2019-06-17-mayertasch,https://www.philosophie.ch/2019-06-17-mayertasch,GET,,,,,,43633,article,article without DOI,,book note,German,,,,,,,,,,,,,mayertasch,2019-06-17-mayertasch.jpg,9783596241965-de.jpg,,,,,,,,,,,,,,,,Wissenschaftsphilosophie,,book notice,,tag_page_type: {{  }} => {{ article without DOI }} ;;; tag_content_type: {{  }} => {{ book note }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ 9783596241965-de.jpg }},,,,
1850,3371,,Seine Stimme fehlt schon heute,<p>Ein Artikel vom Bund. Foto: Európa Pont</p>,Seine Stimme fehlt schon heute,<p>Der Philosoph Jürgen Habermas wird 90 Jahre alt. Er äussert sich öffentlich nur noch selten. Leider.</p>,,en-UK,2019-06-18-kalberer,/2019-06-18-kalberer,https://www.philosophie.ch/2019-06-18-kalberer,GET,,,,,,43634,article,article without DOI,,republication,German,,,,,,,,,,,,,kalberer-g,2019-06-18-kalberer.jpg,Habermans11_(14113765000).jpg,,,,,,,,,,,,,,,,Philosophie des Sozialen,,,,tag_page_type: {{  }} => {{ article without DOI }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Habermans11_(14113765000).jpg }},,,,
948,3372,,#nofuture = Leben im Moment?,"<p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p>",#nofuture = Leben im Moment?,"<p>Kralle hat Befürchtungen, dass die Zukunft ziemlich schwierig werden könnte. Ist diese Haltung gerechtfertigt?</p>",,en-UK,2019-06-19-kralle,/2019-06-19-kralle,https://www.philosophie.ch/2019-06-19-kralle,GET,,,,,,43635,article,article without DOI,,Kralle,German,,,,,,,gloy:2008,,,,,gloy:2008,kralle,2019-06-19-kralle.png,2019_thumb_zukunft-01.png,,,,,,,,,,,,,,,,,Gutes Leben,,,"pre_headline: {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} => {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} ;;; tag_page_type: {{  }} => {{ article without DOI }} ;;; tag_content_type: {{  }} => {{ Kralle }} ;;; tag_language: {{  }} => {{ German }} ;;; ref_bib_keys: {{  }} => {{ gloy:2008 }} ;;; intro_image_portal: {{  }} => {{ 2019_thumb_zukunft-01.png }}",,,,
1851,3374,,Stoische Philosophie als Medizin der Seele,,Stoische Philosophie als Medizin der Seele,"<p>Das menschliche Leben ohne Philosophie ist von Sorgen geplagt, weil der Mensch aufgrund eines Irrtums Dinge begehrt, die keine echten Güter sind, etwa Lust oder Geld.</p>",,en-UK,2019-06-21-bregenzer,/2019-06-21-bregenzer,https://www.philosophie.ch/2019-06-21-bregenzer,GET,,,,,,43637,article,article,,,German,,,,,,,,,,,,,bregenzer-l,2019-06-21-bregenzer.png,medizin.png,,,,,,,,,,,,,,,,Antike Philosophie,,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ medizin.png }},,,,
1852,3376,,La philosophie universitaire est un danger,,La philosophie universitaire est un danger,<p>Courte critique de la philosophie telle qu'elle est pratiquée dans nos universités</p>,,en-UK,2019-06-26-adelphos,/2019-06-26-adelphos,https://www.philosophie.ch/2019-06-26-adelphos,GET,,,,,,43642,article,article,,,French,,,,,,,,,,,,,adelphos-a,2019-06-26-adelphos.jpg,Jean-Léon_Gérôme_-_Diogenes_-_Walters_37131.jpg,,,,,,,,,,,,,,,,,Philosophie als Praktik,,,pre_headline: {{ <p>Article de Adrien Adelphos</p> }} => {{  }} ;;; tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ French }} ;;; intro_image_portal: {{  }} => {{ Jean-Léon_Gérôme_-_Diogenes_-_Walters_37131.jpg }},,,,
949,3378,,"Ist die Welt so, wie ich sie sehe?","<p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p>","Ist die Welt so, wie ich sie sehe?","<p>Kralle schlägt vor, dass die Gegenstände in der Welt so sind, wie wir sie sehen. Anstatt anzunehmen, dass sich unsere Erkenntnis nach den Gegenständen richten.</p>",,en-UK,2019-06-26-kralle,/2019-06-26-kralle,https://www.philosophie.ch/2019-06-26-kralle,GET,,,,,,43642,article,article without DOI,,Kralle,German,,,,,,,"kant_i:1781,kant_i:1787,kant_i:1983",,,,,"kant_i:1781,kant_i:1787,kant_i:1983",kralle,2019-06-26-kralle.png,2019_thumb_kralle_transzendental-01.png,,,,,,,,,,,,,,,,"Erkenntnistheorie, Deutscher Idealismus",,,,"pre_headline: {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} => {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} ;;; tag_page_type: {{  }} => {{ article without DOI }} ;;; tag_content_type: {{  }} => {{ Kralle }} ;;; tag_language: {{  }} => {{ German }} ;;; ref_bib_keys: {{  }} => {{ kant_i:1781,kant_i:1787,kant_i:1983 }} ;;; intro_image_portal: {{  }} => {{ 2019_thumb_kralle_transzendental-01.png }}",,,,
950,3385,,Was ist eine tugendhafte Person?,"<p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p>",Was ist eine tugendhafte Person?,"<p>Kralle fragt sich, ob solch' gute Charaktereigenschaften wie Tapferkeit und Klugheit alle gleichermassen haben. Könnte es sein, dass dies ein anderer Zugang zur Ethik ist?</p>",,en-UK,2019-07-02-kralle,/2019-07-02-kralle,https://www.philosophie.ch/2019-07-02-kralle,GET,,,,,,43648,article,article without DOI,,Kralle,German,,,,,,,,,,,,,kralle,2019-07-02-kralle.png,2019_thumb_kralle_tugendethik-01.png,,,,,,,,,,,,,,,,Angewandte Ethik,,,,"pre_headline: {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} => {{ <p>Kralle, die philosophische Katze,</p> <p>fragt sich heute</p> }} ;;; tag_page_type: {{  }} => {{ article without DOI }} ;;; tag_content_type: {{  }} => {{ Kralle }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ 2019_thumb_kralle_tugendethik-01.png }}",,,,
